session_id,timestamp,user_id,surface,device,country,position,item_id,artist_id,style,price,margin,freshness,availability,logging_policy_score,popularity_score_pre,retrieval_similarity_pre,affinity_score,examined,clicked,dwell_seconds,saved,add_to_cart,purchased_immediate,not_interested,not_interested_reason,segment,budget_mean,price_sensitivity,novelty_preference,repeat_tolerance,activity_level,conversion_propensity,save_propensity,preferred_styles,preferred_style_count,tag_count,has_blue_tag,has_nature_tag,hour,day_of_week,is_weekend,top_3_position,top_5_position,dwell_log1p,price_gap_ratio,price_above_budget,margin_to_price,user_item_seen_before,user_artist_seen_before,user_style_seen_before,user_item_not_interested_before,user_artist_not_interested_before,user_style_not_interested_before,session_rank_inverse
session_000066,2026-01-02 18:55:00,user_0013,search_browse,android,US,19,item_0114,artist_011,minimalist,118.55,68.64,0.5712,1,0.1,0.1061,0.3433,1.0804,0,0,0,0,0,0,0,none,loyal_collector,1137.1054617078532,0.24334959480643636,0.2562174960084877,0.801503526720866,0.8270678926368313,0.5912038149044839,0.7882185192523776,impressionism|minimalist|modern,3,4,0,1,18,4,0,0,0,0.0,-0.8957440589354428,0,0.5789962041332771,0,0,0,0,0,0,0.05
session_000066,2026-01-02 18:55:00,user_0013,search_browse,android,US,13,item_0047,artist_035,modern,228.43,100.12,0.5179,1,0.1,0.0482,0.175,1.1801,1,0,0,0,0,0,0,none,loyal_collector,1137.1054617078532,0.24334959480643636,0.2562174960084877,0.801503526720866,0.8270678926368313,0.5912038149044839,0.7882185192523776,impressionism|minimalist|modern,3,4,0,0,18,4,0,0,0,0.0,-0.7991127404691961,0,0.4382961957711334,0,0,0,0,0,0,0.07142857142857142
session_000066,2026-01-02 18:55:00,user_0013,search_browse,android,US,12,item_0012,artist_012,abstract,347.35,196.56,0.3826,1,0.1096,0.1382,0.3823,1.2455,1,0,0,0,0,0,0,none,loyal_collector,1137.1054617078532,0.24334959480643636,0.2562174960084877,0.801503526720866,0.8270678926368313,0.5912038149044839,0.7882185192523776,impressionism|minimalist|modern,3,2,1,0,18,4,0,0,0,0.0,-0.6945314118197053,0,0.5658845544839499,0,0,0,0,0,0,0.07692307692307693
session_000066,2026-01-02 18:55:00,user_0013,search_browse,android,US,11,item_0060,artist_030,surrealism,263.27,90.01,0.3201,1,0.1312,0.2753,0.3887,1.2064,1,0,0,0,0,0,0,none,loyal_collector,1137.1054617078532,0.24334959480643636,0.2562174960084877,0.801503526720866,0.8270678926368313,0.5912038149044839,0.7882185192523776,impressionism|minimalist|modern,3,4,0,1,18,4,0,0,0,0.0,-0.768473541931118,0,0.34189235385725686,0,0,0,0,0,0,0.08333333333333333
session_000066,2026-01-02 18:55:00,user_0013,search_browse,android,US,14,item_0129,artist_003,abstract,45.49,17.88,0.7025,1,0.1,0.0671,0.3676,1.1304,1,0,0,0,0,0,0,none,loyal_collector,1137.1054617078532,0.24334959480643636,0.2562174960084877,0.801503526720866,0.8270678926368313,0.5912038149044839,0.7882185192523776,impressionism|minimalist|modern,3,2,0,0,18,4,0,0,0,0.0,-0.9599949155712636,0,0.39305341833369967,0,0,0,0,0,0,0.06666666666666667
session_000101,2026-01-02 18:56:00,user_0054,home_feed,web,US,8,item_0001,artist_001,landscape,87.6,46.43,0.7204,1,0.2251,0.1167,0.7465,1.5357,0,0,0,0,0,0,0,none,loyal_collector,918.5138975869704,0.6098220562598027,0.29827115498996276,0.890934744018558,1.0948347185428875,0.5209729151648274,0.44435979828793826,modern|impressionism,2,4,0,1,18,4,0,0,0,0.0,-0.9046285524583415,0,0.5300228310502283,2,4,8,0,0,0,0.1111111111111111
session_000101,2026-01-02 18:56:00,user_0054,home_feed,web,US,1,item_0045,artist_002,modern,242.09,101.49,0.5051,1,0.7935,0.1885,0.8058,2.0873,1,0,0,0,0,0,0,none,loyal_collector,918.5138975869704,0.6098220562598027,0.29827115498996276,0.890934744018558,1.0948347185428875,0.5209729151648274,0.44435979828793826,modern|impressionism,2,4,0,0,18,4,0,1,1,0.0,-0.7364329482264829,0,0.4192242554421909,2,2,17,0,0,0,0.5
session_000101,2026-01-02 18:56:00,user_0054,home_feed,web,US,2,item_0006,artist_006,surrealism,230.86,96.83,0.5606,1,0.6628,0.1074,0.506,1.8959,1,0,0,0,0,0,0,none,loyal_collector,918.5138975869704,0.6098220562598027,0.29827115498996276,0.890934744018558,1.0948347185428875,0.5209729151648274,0.44435979828793826,modern|impressionism,2,2,0,1,18,4,0,1,1,0.0,-0.748659219412474,0,0.4194316902018539,2,2,8,0,0,0,0.3333333333333333
session_000101,2026-01-02 18:56:00,user_0054,home_feed,web,US,3,item_0086,artist_027,modern,112.73,30.04,0.6337,1,0.5536,0.096,0.3295,1.8369,0,0,0,0,0,0,0,none,loyal_collector,918.5138975869704,0.6098220562598027,0.29827115498996276,0.890934744018558,1.0948347185428875,0.5209729151648274,0.44435979828793826,modern|impressionism,2,4,0,0,18,4,0,0,1,0.0,-0.8772691406236169,0,0.26647742393329193,2,2,17,0,0,0,0.25
session_000101,2026-01-02 18:56:00,user_0054,home_feed,web,US,4,item_0078,artist_024,modern,170.77,70.19,0.0541,1,0.4624,0.1739,0.697,1.8686,1,1,7,0,0,0,0,none,loyal_collector,918.5138975869704,0.6098220562598027,0.29827115498996276,0.890934744018558,1.0948347185428875,0.5209729151648274,0.44435979828793826,modern|impressionism,2,4,0,1,18,4,0,0,1,2.0794415416798357,-0.8140801130514953,0,0.4110206710780582,2,4,17,0,0,0,0.2
session_000101,2026-01-02 18:56:00,user_0054,home_feed,web,US,5,item_0133,artist_022,landscape,307.46,140.25,0.3773,1,0.3862,0.2581,0.5893,1.7248,1,0,0,0,0,0,0,none,loyal_collector,918.5138975869704,0.6098220562598027,0.29827115498996276,0.890934744018558,1.0948347185428875,0.5209729151648274,0.44435979828793826,modern|impressionism,2,2,0,0,18,4,0,0,0,0.0,-0.6652636385712521,0,0.45615689845833607,2,2,8,0,0,0,0.16666666666666666
session_000101,2026-01-02 18:56:00,user_0054,home_feed,web,US,6,item_0090,artist_031,modern,31.63,15.55,0.4198,1,0.3226,0.2125,0.5837,1.7109,0,0,0,0,0,0,0,none,loyal_collector,918.5138975869704,0.6098220562598027,0.29827115498996276,0.890934744018558,1.0948347185428875,0.5209729151648274,0.44435979828793826,modern|impressionism,2,4,0,0,18,4,0,0,0,0.0,-0.9655639396604719,0,0.4916218779639583,2,3,17,0,0,0,0.14285714285714285
session_000101,2026-01-02 18:56:00,user_0054,home_feed,web,US,7,item_0058,artist_029,surrealism,450.24,240.0,0.6746,1,0.2695,0.2168,0.6984,1.5734,0,0,0,0,0,0,0,none,loyal_collector,918.5138975869704,0.6098220562598027,0.29827115498996276,0.890934744018558,1.0948347185428875,0.5209729151648274,0.44435979828793826,modern|impressionism,2,4,0,0,18,4,0,0,0,0.0,-0.5098168887995855,0,0.5330490405117271,2,4,8,0,0,0,0.125
session_000101,2026-01-02 18:56:00,user_0054,home_feed,web,US,0,item_0047,artist_035,modern,228.43,100.12,0.5179,1,0.95,0.0541,0.8897,2.443,0,0,0,0,0,0,0,none,loyal_collector,918.5138975869704,0.6098220562598027,0.29827115498996276,0.890934744018558,1.0948347185428875,0.5209729151648274,0.44435979828793826,modern|impressionism,2,4,0,0,18,4,0,1,1,0.0,-0.7513047972381159,0,0.4382961957711334,2,2,17,0,0,0,1.0
session_000101,2026-01-02 18:56:00,user_0054,home_feed,web,US,9,item_0055,artist_038,modern,206.01,97.96,0.3954,1,0.188,0.1277,0.4383,1.563,1,0,0,0,0,0,0,none,loyal_collector,918.5138975869704,0.6098220562598027,0.29827115498996276,0.890934744018558,1.0948347185428875,0.5209729151648274,0.44435979828793826,modern|impressionism,2,4,0,1,18,4,0,0,0,0.0,-0.7757137910039149,0,0.47551089752924613,2,2,17,0,0,0,0.1
session_000101,2026-01-02 18:56:00,user_0054,home_feed,web,US,11,item_0154,artist_029,landscape,125.99,57.14,0.8596,1,0.1312,0.1743,0.5297,1.2652,1,0,0,0,0,0,0,none,loyal_collector,918.5138975869704,0.6098220562598027,0.29827115498996276,0.890934744018558,1.0948347185428875,0.5209729151648274,0.44435979828793826,modern|impressionism,2,3,0,0,18,4,0,0,0,0.0,-0.8628327776738179,0,0.4535280577823637,2,4,8,0,0,0,0.08333333333333333
session_000101,2026-01-02 18:56:00,user_0054,home_feed,web,US,10,item_0157,artist_008,surrealism,94.3,37.32,0.4411,1,0.157,0.2642,0.3292,1.3042,0,0,0,0,0,0,0,none,loyal_collector,918.5138975869704,0.6098220562598027,0.29827115498996276,0.890934744018558,1.0948347185428875,0.5209729151648274,0.44435979828793826,modern|impressionism,2,4,1,1,18,4,0,0,0,0.0,-0.8973341609226211,0,0.39575821845174974,2,2,8,0,0,0,0.09090909090909091
session_000101,2026-01-02 18:56:00,user_0054,home_feed,web,US,18,item_0083,artist_033,landscape,196.68,69.91,0.1798,1,0.1,0.1513,0.4109,1.1781,1,0,0,0,0,0,0,none,loyal_collector,918.5138975869704,0.6098220562598027,0.29827115498996276,0.890934744018558,1.0948347185428875,0.5209729151648274,0.44435979828793826,modern|impressionism,2,2,0,0,18,4,0,0,0,0.0,-0.7858715033961942,0,0.3554504779336994,0,0,8,0,0,0,0.05263157894736842
session_000101,2026-01-02 18:56:00,user_0054,home_feed,web,US,17,item_0156,artist_031,modern,247.04,112.56,0.8467,1,0.1,0.1322,0.4382,1.0972,0,0,0,0,0,0,0,none,loyal_collector,918.5138975869704,0.6098220562598027,0.29827115498996276,0.890934744018558,1.0948347185428875,0.5209729151648274,0.44435979828793826,modern|impressionism,2,3,0,0,18,4,0,0,0,0.0,-0.7310438082112864,0,0.45563471502590674,1,3,17,0,0,0,0.05555555555555555
session_000101,2026-01-02 18:56:00,user_0054,home_feed,web,US,16,item_0066,artist_014,abstract,173.4,76.9,0.5978,1,0.1,0.1013,0.2621,1.1491,0,0,0,0,0,0,0,none,loyal_collector,918.5138975869704,0.6098220562598027,0.29827115498996276,0.890934744018558,1.0948347185428875,0.5209729151648274,0.44435979828793826,modern|impressionism,2,4,0,1,18,4,0,0,0,0.0,-0.8112167921949364,0,0.4434832756632065,2,2,2,0,0,0,0.058823529411764705
session_000101,2026-01-02 18:56:00,user_0054,home_feed,web,US,19,item_0024,artist_024,contemporary,368.68,176.64,0.927,1,0.1,0.0519,0.2142,1.0986,0,0,0,0,0,0,0,none,loyal_collector,918.5138975869704,0.6098220562598027,0.29827115498996276,0.890934744018558,1.0948347185428875,0.5209729151648274,0.44435979828793826,modern|impressionism,2,3,0,0,18,4,0,0,0,0.0,-0.5986124968075497,0,0.4791146793967668,2,4,2,0,0,0,0.05
session_000101,2026-01-02 18:56:00,user_0054,home_feed,web,US,14,item_0114,artist_011,minimalist,118.55,68.64,0.5712,1,0.1,0.1043,0.5747,1.2243,1,0,0,0,0,0,0,none,loyal_collector,918.5138975869704,0.6098220562598027,0.29827115498996276,0.890934744018558,1.0948347185428875,0.5209729151648274,0.44435979828793826,modern|impressionism,2,4,0,1,18,4,0,0,0,0.0,-0.8709328184239314,0,0.5789962041332771,2,2,3,0,0,0,0.06666666666666667
session_000101,2026-01-02 18:56:00,user_0054,home_feed,web,US,13,item_0094,artist_018,surrealism,232.27,85.28,0.5147,1,0.1,0.1766,0.4564,1.2275,1,0,0,0,0,0,0,none,loyal_collector,918.5138975869704,0.6098220562598027,0.29827115498996276,0.890934744018558,1.0948347185428875,0.5209729151648274,0.44435979828793826,modern|impressionism,2,4,0,1,18,4,0,0,0,0.0,-0.747124131044509,0,0.3671589098893529,2,2,8,0,0,0,0.07142857142857142
session_000101,2026-01-02 18:56:00,user_0054,home_feed,web,US,12,item_0057,artist_032,modern,184.35,95.02,0.3381,1,0.1096,0.2048,0.5819,1.2694,1,0,0,0,0,0,0,none,loyal_collector,918.5138975869704,0.6098220562598027,0.29827115498996276,0.890934744018558,1.0948347185428875,0.5209729151648274,0.44435979828793826,modern|impressionism,2,4,0,0,18,4,0,0,0,0.0,-0.799295361252229,0,0.5154326010306483,2,2,17,0,0,0,0.07692307692307693
session_000101,2026-01-02 18:56:00,user_0054,home_feed,web,US,15,item_0098,artist_028,modern,291.24,107.15,0.328,1,0.1,0.1048,0.4459,1.2546,1,0,0,0,0,0,0,none,loyal_collector,918.5138975869704,0.6098220562598027,0.29827115498996276,0.890934744018558,1.0948347185428875,0.5209729151648274,0.44435979828793826,modern|impressionism,2,3,0,0,18,4,0,0,0,0.0,-0.6829225983786231,0,0.3679096277983793,2,2,17,0,0,0,0.0625
session_000097,2026-01-02 20:01:00,user_0047,similar_item,android,GB,8,item_0086,artist_027,modern,112.73,30.04,0.6337,1,0.2251,0.0949,0.1889,1.3971,0,0,0,0,0,0,0,none,loyal_collector,989.805625729216,0.44435479463627275,0.4603301882016521,0.761422764866204,0.7725452642192816,0.5209110230228916,0.47544435010231456,portrait,1,4,0,0,20,4,0,0,0,0.0,-0.8861089520309112,0,0.26647742393329193,1,1,4,0,0,0,0.1111111111111111
session_000097,2026-01-02 20:01:00,user_0047,similar_item,android,GB,2,item_0045,artist_002,modern,242.09,101.49,0.5051,1,0.6628,0.1672,0.7395,1.7728,1,1,11,0,0,0,0,none,loyal_collector,989.805625729216,0.44435479463627275,0.4603301882016521,0.761422764866204,0.7725452642192816,0.5209110230228916,0.47544435010231456,portrait,1,4,0,0,20,4,0,1,1,2.4849066497880004,-0.7554166255403469,0,0.4192242554421909,1,1,4,0,0,0,0.3333333333333333
session_000097,2026-01-02 20:01:00,user_0047,similar_item,android,GB,3,item_0091,artist_019,portrait,60.43,26.16,0.2769,1,0.5536,0.1224,0.5206,1.7608,0,0,0,0,0,0,0,none,loyal_collector,989.805625729216,0.44435479463627275,0.4603301882016521,0.761422764866204,0.7725452642192816,0.5209110230228916,0.47544435010231456,portrait,1,2,0,0,20,4,0,0,1,0.0,-0.9389476090768027,0,0.432897567433394,1,1,2,0,0,0,0.25
session_000097,2026-01-02 20:01:00,user_0047,similar_item,android,GB,4,item_0140,artist_029,abstract,508.51,141.11,0.6135,1,0.4624,0.1033,0.5804,1.6829,1,0,0,0,0,0,0,none,loyal_collector,989.805625729216,0.44435479463627275,0.4603301882016521,0.761422764866204,0.7725452642192816,0.5209110230228916,0.47544435010231456,portrait,1,4,0,0,20,4,0,0,1,0.0,-0.4862526674109705,0,0.27749700104226077,1,2,3,0,0,0,0.2
session_000097,2026-01-02 20:01:00,user_0047,similar_item,android,GB,5,item_0121,artist_026,minimalist,63.47,24.58,0.1033,1,0.3862,0.1586,0.7159,1.6569,1,0,0,0,0,0,0,none,loyal_collector,989.805625729216,0.44435479463627275,0.4603301882016521,0.761422764866204,0.7725452642192816,0.5209110230228916,0.47544435010231456,portrait,1,3,0,0,20,4,0,0,0,0.0,-0.9358762989922996,0,0.38726957617772173,1,1,4,0,0,0,0.16666666666666666
session_000097,2026-01-02 20:01:00,user_0047,similar_item,android,GB,6,item_0077,artist_006,minimalist,124.99,59.55,0.3418,1,0.3226,0.0592,0.8199,1.6303,1,1,7,1,0,0,0,none,loyal_collector,989.805625729216,0.44435479463627275,0.4603301882016521,0.761422764866204,0.7725452642192816,0.5209110230228916,0.47544435010231456,portrait,1,2,0,0,20,4,0,0,0,2.0794415416798357,-0.8737226817559088,0,0.4764381150492039,1,2,4,0,0,0,0.14285714285714285
session_000097,2026-01-02 20:01:00,user_0047,similar_item,android,GB,7,item_0041,artist_031,landscape,71.04,24.7,0.4884,1,0.2695,0.0174,0.5307,1.6089,0,0,0,0,0,0,0,none,loyal_collector,989.805625729216,0.44435479463627275,0.4603301882016521,0.761422764866204,0.7725452642192816,0.5209110230228916,0.47544435010231456,portrait,1,3,0,0,20,4,0,0,0,0.0,-0.9282283327621391,0,0.3476914414414414,1,2,2,0,0,0,0.125
session_000097,2026-01-02 20:01:00,user_0047,similar_item,android,GB,9,item_0006,artist_006,surrealism,230.86,96.83,0.5606,1,0.188,0.1102,0.1798,1.3672,1,0,0,0,0,0,0,none,loyal_collector,989.805625729216,0.44435479463627275,0.4603301882016521,0.761422764866204,0.7725452642192816,0.5209110230228916,0.47544435010231456,portrait,1,2,0,1,20,4,0,0,0,0.0,-0.76676228746435,0,0.4194316902018539,1,2,3,0,0,0,0.1
session_000097,2026-01-02 20:01:00,user_0047,similar_item,android,GB,14,item_0114,artist_011,minimalist,118.55,68.64,0.5712,1,0.1,0.1106,0.5139,1.1742,0,0,0,0,0,0,0,none,loyal_collector,989.805625729216,0.44435479463627275,0.4603301882016521,0.761422764866204,0.7725452642192816,0.5209110230228916,0.47544435010231456,portrait,1,4,0,1,20,4,0,0,0,0.0,-0.8802290096980798,0,0.5789962041332771,1,1,4,0,0,0,0.06666666666666667
session_000097,2026-01-02 20:01:00,user_0047,similar_item,android,GB,11,item_0154,artist_029,landscape,125.99,57.14,0.8596,1,0.1312,0.1798,0.4991,1.288,0,0,0,0,0,0,0,none,loyal_collector,989.805625729216,0.44435479463627275,0.4603301882016521,0.761422764866204,0.7725452642192816,0.5209110230228916,0.47544435010231456,portrait,1,3,0,0,20,4,0,0,0,0.0,-0.8727123823860065,0,0.4535280577823637,1,2,2,0,0,0,0.08333333333333333
session_000097,2026-01-02 20:01:00,user_0047,similar_item,android,GB,12,item_0094,artist_018,surrealism,232.27,85.28,0.5147,1,0.1096,0.1794,0.4616,1.2925,0,0,0,0,0,0,0,none,loyal_collector,989.805625729216,0.44435479463627275,0.4603301882016521,0.761422764866204,0.7725452642192816,0.5209110230228916,0.47544435010231456,portrait,1,4,0,1,20,4,0,0,0,0.0,-0.7653377653527877,0,0.3671589098893529,1,1,3,0,0,0,0.07692307692307693
session_000097,2026-01-02 20:01:00,user_0047,similar_item,android,GB,13,item_0145,artist_008,abstract,323.47,114.77,0.562,1,0.1,0.1442,0.5009,1.2191,1,1,13,1,0,0,0,none,loyal_collector,989.805625729216,0.44435479463627275,0.4603301882016521,0.761422764866204,0.7725452642192816,0.5209110230228916,0.47544435010231456,portrait,1,3,0,1,20,4,0,0,0,2.6390573296152584,-0.673198462817696,0,0.3548087921600148,1,1,3,0,0,0,0.07142857142857142
session_000097,2026-01-02 20:01:00,user_0047,similar_item,android,GB,15,item_0024,artist_024,contemporary,368.68,176.64,0.927,1,0.1,0.0538,0.1887,1.1349,1,0,0,0,0,0,0,none,loyal_collector,989.805625729216,0.44435479463627275,0.4603301882016521,0.761422764866204,0.7725452642192816,0.5209110230228916,0.47544435010231456,portrait,1,3,0,0,20,4,0,0,0,0.0,-0.6275228283044121,0,0.4791146793967668,1,2,2,0,0,0,0.0625
session_000097,2026-01-02 20:01:00,user_0047,similar_item,android,GB,16,item_0158,artist_009,abstract,306.59,91.59,0.7754,1,0.1,0.0859,0.4585,1.1401,1,1,8,0,0,0,0,none,loyal_collector,989.805625729216,0.44435479463627275,0.4603301882016521,0.761422764866204,0.7725452642192816,0.5209110230228916,0.47544435010231456,portrait,1,2,0,0,20,4,0,0,0,2.1972245773362196,-0.6902523161816473,0,0.29873772791023845,1,1,3,0,0,0,0.058823529411764705
session_000097,2026-01-02 20:01:00,user_0047,similar_item,android,GB,17,item_0013,artist_013,contemporary,124.14,30.97,0.7041,1,0.1,0.0875,0.3992,1.1283,0,0,0,0,0,0,0,none,loyal_collector,989.805625729216,0.44435479463627275,0.4603301882016521,0.761422764866204,0.7725452642192816,0.5209110230228916,0.47544435010231456,portrait,1,3,0,0,20,4,0,0,0,0.0,-0.8745814362203258,0,0.24947639761559529,1,1,2,0,0,0,0.05555555555555555
session_000097,2026-01-02 20:01:00,user_0047,similar_item,android,GB,18,item_0073,artist_005,portrait,172.12,77.63,0.2548,1,0.1,0.0642,0.1685,1.1975,1,0,0,0,0,0,0,none,loyal_collector,989.805625729216,0.44435479463627275,0.4603301882016521,0.761422764866204,0.7725452642192816,0.5209110230228916,0.47544435010231456,portrait,1,2,0,0,20,4,0,0,0,0.0,-0.8261072724524124,0,0.45102254241227047,0,0,2,0,0,0,0.05263157894736842
session_000097,2026-01-02 20:01:00,user_0047,similar_item,android,GB,1,item_0090,artist_031,modern,31.63,15.55,0.4198,1,0.7935,0.211,0.7409,1.7932,0,0,0,0,0,0,0,none,loyal_collector,989.805625729216,0.44435479463627275,0.4603301882016521,0.761422764866204,0.7725452642192816,0.5209110230228916,0.47544435010231456,portrait,1,4,0,0,20,4,0,1,1,0.0,-0.9680442309299896,0,0.4916218779639583,1,2,4,0,0,0,0.5
session_000097,2026-01-02 20:01:00,user_0047,similar_item,android,GB,10,item_0071,artist_024,minimalist,272.55,96.36,0.6565,1,0.157,0.0703,0.3189,1.365,0,0,0,0,0,0,0,none,loyal_collector,989.805625729216,0.44435479463627275,0.4603301882016521,0.761422764866204,0.7725452642192816,0.5209110230228916,0.47544435010231456,portrait,1,3,0,0,20,4,0,0,0,0.0,-0.7246429067331223,0,0.3535498073747936,1,2,4,0,0,0,0.09090909090909091
session_000097,2026-01-02 20:01:00,user_0047,similar_item,android,GB,0,item_0037,artist_037,modern,168.17,43.54,0.2291,1,0.95,0.1705,0.7533,2.1729,1,0,0,0,0,0,0,none,loyal_collector,989.805625729216,0.44435479463627275,0.4603301882016521,0.761422764866204,0.7725452642192816,0.5209110230228916,0.47544435010231456,portrait,1,4,1,0,20,4,0,1,1,0.0,-0.8300979549635267,0,0.25890467978830944,1,1,4,0,0,0,1.0
session_000097,2026-01-02 20:01:00,user_0047,similar_item,android,GB,19,item_0035,artist_035,surrealism,53.02,27.6,0.7974,1,0.1,0.1658,0.1241,1.0585,1,1,6,0,0,0,0,none,loyal_collector,989.805625729216,0.44435479463627275,0.4603301882016521,0.761422764866204,0.7725452642192816,0.5209110230228916,0.47544435010231456,portrait,1,4,1,0,20,4,0,0,0,1.9459101490553132,-0.946433927407779,0,0.5205582798943795,1,1,3,0,0,0,0.05
session_000095,2026-01-02 20:07:00,user_0044,home_feed,web,FR,18,item_0159,artist_000,surrealism,89.04,36.56,0.4046,1,0.1,0.196,-0.0882,-0.7445,1,0,0,0,0,0,1,poor_match,budget_buyer,60.0,1.6137260277883692,0.3446085192497629,0.312660976759185,0.49859686088794775,0.1702847307203367,0.1273990644225743,contemporary,1,3,1,0,20,4,0,0,0,0.0,0.4840000000000001,1,0.4106019766397125,0,0,0,0,0,0,0.05263157894736842
session_000095,2026-01-02 20:07:00,user_0044,home_feed,web,FR,17,item_0111,artist_009,landscape,29.06,13.49,0.4254,1,0.1,0.1079,-0.1732,-0.568,0,0,0,0,0,0,0,none,budget_buyer,60.0,1.6137260277883692,0.3446085192497629,0.312660976759185,0.49859686088794775,0.1702847307203367,0.1273990644225743,contemporary,1,2,0,1,20,4,0,0,0,0.0,-0.5156666666666667,0,0.4642119752236752,0,0,0,0,0,0,0.05555555555555555
session_000095,2026-01-02 20:07:00,user_0044,home_feed,web,FR,0,item_0041,artist_031,landscape,71.04,24.7,0.4884,1,0.95,0.0179,0.5699,1.2478,1,0,0,0,0,0,0,none,budget_buyer,60.0,1.6137260277883692,0.3446085192497629,0.312660976759185,0.49859686088794775,0.1702847307203367,0.1273990644225743,contemporary,1,3,0,0,20,4,0,1,1,0.0,0.1840000000000001,1,0.3476914414414414,0,0,0,0,0,0,1.0
session_000095,2026-01-02 20:07:00,user_0044,home_feed,web,FR,1,item_0091,artist_019,portrait,60.43,26.16,0.2769,1,0.7935,0.1248,0.333,1.0365,1,0,0,0,0,0,0,none,budget_buyer,60.0,1.6137260277883692,0.3446085192497629,0.312660976759185,0.49859686088794775,0.1702847307203367,0.1273990644225743,contemporary,1,2,0,0,20,4,0,1,1,0.0,0.007166666666666662,1,0.432897567433394,0,0,0,0,0,0,0.5
session_000095,2026-01-02 20:07:00,user_0044,home_feed,web,FR,2,item_0129,artist_003,abstract,45.49,17.88,0.7025,1,0.6628,0.0586,0.2788,0.8731,1,0,0,0,0,0,0,none,budget_buyer,60.0,1.6137260277883692,0.3446085192497629,0.312660976759185,0.49859686088794775,0.1702847307203367,0.1273990644225743,contemporary,1,2,0,0,20,4,0,1,1,0.0,-0.2418333333333333,0,0.39305341833369967,0,0,0,0,0,0,0.3333333333333333
session_000095,2026-01-02 20:07:00,user_0044,home_feed,web,FR,4,item_0135,artist_030,surrealism,65.32,29.67,0.6379,1,0.4624,0.1645,0.4239,0.3575,0,0,0,0,0,0,0,none,budget_buyer,60.0,1.6137260277883692,0.3446085192497629,0.312660976759185,0.49859686088794775,0.1702847307203367,0.1273990644225743,contemporary,1,3,0,0,20,4,0,0,1,0.0,0.08866666666666655,1,0.4542253521126761,0,0,0,0,0,0,0.2
session_000095,2026-01-02 20:07:00,user_0044,home_feed,web,FR,5,item_0157,artist_008,surrealism,94.3,37.32,0.4411,1,0.3862,0.2657,0.3253,0.2929,0,0,0,0,0,0,0,none,budget_buyer,60.0,1.6137260277883692,0.3446085192497629,0.312660976759185,0.49859686088794775,0.1702847307203367,0.1273990644225743,contemporary,1,4,1,1,20,4,0,0,0,0.0,0.5716666666666667,1,0.39575821845174974,0,0,0,0,0,0,0.16666666666666666
session_000095,2026-01-02 20:07:00,user_0044,home_feed,web,FR,6,item_0132,artist_030,contemporary,55.31,23.33,0.6801,1,0.3226,0.3116,0.002,-0.1633,1,0,0,0,0,0,0,none,budget_buyer,60.0,1.6137260277883692,0.3446085192497629,0.312660976759185,0.49859686088794775,0.1702847307203367,0.1273990644225743,contemporary,1,3,0,1,20,4,0,0,0,0.0,-0.07816666666666663,0,0.42180437533899834,0,0,0,0,0,0,0.14285714285714285
session_000095,2026-01-02 20:07:00,user_0044,home_feed,web,FR,7,item_0101,artist_014,minimalist,25.31,13.63,0.3168,1,0.2695,0.1294,-0.182,-0.1168,1,0,0,0,0,0,0,none,budget_buyer,60.0,1.6137260277883692,0.3446085192497629,0.312660976759185,0.49859686088794775,0.1702847307203367,0.1273990644225743,contemporary,1,2,1,0,20,4,0,0,0,0.0,-0.5781666666666666,0,0.5385223231924141,0,0,0,0,0,0,0.125
session_000095,2026-01-02 20:07:00,user_0044,home_feed,web,FR,3,item_0035,artist_035,surrealism,53.02,27.6,0.7974,1,0.5536,0.1666,0.0074,0.6994,1,0,0,0,0,0,0,none,budget_buyer,60.0,1.6137260277883692,0.3446085192497629,0.312660976759185,0.49859686088794775,0.1702847307203367,0.1273990644225743,contemporary,1,4,1,0,20,4,0,0,1,0.0,-0.11633333333333327,0,0.5205582798943795,0,0,0,0,0,0,0.25
session_000095,2026-01-02 20:07:00,user_0044,home_feed,web,FR,9,item_0086,artist_027,modern,112.73,30.04,0.6337,1,0.188,0.0963,0.1485,-0.2354,1,0,0,0,0,0,1,too_expensive,budget_buyer,60.0,1.6137260277883692,0.3446085192497629,0.312660976759185,0.49859686088794775,0.1702847307203367,0.1273990644225743,contemporary,1,4,0,0,20,4,0,0,0,0.0,0.8788333333333334,1,0.26647742393329193,0,0,0,0,0,0,0.1
session_000095,2026-01-02 20:07:00,user_0044,home_feed,web,FR,16,item_0092,artist_029,abstract,33.22,13.94,0.258,1,0.1,0.0818,0.11,-0.4431,0,0,0,0,0,0,0,none,budget_buyer,60.0,1.6137260277883692,0.3446085192497629,0.312660976759185,0.49859686088794775,0.1702847307203367,0.1273990644225743,contemporary,1,3,0,0,20,4,0,0,0,0.0,-0.44633333333333336,0,0.419626730885009,0,0,0,0,0,0,0.058823529411764705
session_000095,2026-01-02 20:07:00,user_0044,home_feed,web,FR,8,item_0090,artist_031,modern,31.63,15.55,0.4198,1,0.2251,0.2158,-0.309,-0.2281,0,0,0,0,0,0,0,none,budget_buyer,60.0,1.6137260277883692,0.3446085192497629,0.312660976759185,0.49859686088794775,0.1702847307203367,0.1273990644225743,contemporary,1,4,0,0,20,4,0,0,0,0.0,-0.4728333333333333,0,0.4916218779639583,0,0,0,0,0,0,0.1111111111111111
